match_api_id,H_odd_min,H_odd_max,H_odd_mean,H_odd_std,D_odd_min,D_odd_max,D_odd_mean,D_odd_std,A_odd_min,A_odd_max,A_odd_mean,A_odd_std
1239618,2.25,2.3,2.283333333333333,2.25,3.3,3.4,3.383333333333333,3.3,2.9,3.3,3.0500000000000003,2.9
1239619,2.3,2.45,2.393333333333333,2.3,3.2,3.3,3.25,3.2,2.88,3.12,2.975,2.88
1239620,2.65,2.9,2.758333333333333,2.65,3.25,3.4,3.308333333333333,3.25,2.5,2.55,2.5083333333333333,2.5
1239621,4.5,5.2,4.95,4.5,3.5,4.1,3.725,3.5,1.66,1.75,1.6966666666666665,1.66
1239622,1.66,1.8,1.7166666666666666,1.66,3.5,4.0,3.8249999999999997,3.5,4.2,5.25,4.6499999999999995,4.2
1239623,2.38,2.5,2.4716666666666662,2.38,3.2,3.4,3.3333333333333326,3.2,2.65,3.0,2.8000000000000003,2.65
1239624,2.1,2.2,2.125,2.1,3.3,3.6,3.4333333333333336,3.3,3.1,3.6,3.341666666666667,3.1
1239625,2.0,2.2,2.1083333333333334,2.0,3.25,3.5,3.358333333333333,3.25,3.3,3.6,3.466666666666667,3.3
1239626,2.2,2.45,2.3083333333333336,2.2,3.1,3.3,3.241666666666667,3.1,3.1,3.25,3.158333333333333,3.1
1239627,2.25,2.4,2.3083333333333336,2.25,3.2,3.4,3.2999999999999994,3.2,2.75,3.3,3.108333333333333,2.75
1239628,1.61,1.7,1.6566666666666665,1.61,3.4,4.1,3.8416666666666663,3.4,4.75,5.5,5.108333333333333,4.75
1239629,1.1,1.12,1.1066666666666667,1.1,8.0,12.0,9.375,8.0,16.0,34.0,22.333333333333332,16.0
1239630,6.1,8.0,7.308333333333334,6.1,4.0,5.25,4.4799999999999995,4.0,1.4,1.5,1.4366666666666665,1.4
1239631,3.6,3.8,3.6583333333333337,3.6,3.3,3.6,3.4333333333333336,3.3,2.0,2.05,2.016666666666667,2.0
1239632,2.7,2.9,2.778333333333333,2.7,3.1,3.4,3.3166666666666664,3.1,2.3,2.7,2.4983333333333335,2.3
1239633,2.1,2.4,2.268333333333333,2.1,3.2,3.5,3.3666666666666667,3.2,2.75,3.3,3.1166666666666667,2.75
1239634,2.2,2.5,2.355,2.2,3.2,3.6,3.4333333333333336,3.2,2.8,3.1,2.916666666666666,2.8
1239635,1.18,1.22,1.2,1.18,5.5,7.0,6.375,5.5,12.0,17.0,14.0,12.0
1239636,1.91,2.05,1.9766666666666666,1.91,3.3,3.7,3.483333333333333,3.3,3.6,3.9,3.7416666666666667,3.6
1239637,2.75,3.3,2.9949999999999997,2.75,3.1,3.4,3.2833333333333337,3.1,2.3,2.4,2.3800000000000003,2.3
1239638,1.62,1.73,1.6849999999999998,1.62,3.5,3.9,3.7249999999999996,3.5,4.5,5.75,5.075,4.5
1239485,1.25,1.3,1.2766666666666666,1.25,4.8,6.25,5.641666666666667,4.8,8.5,12.0,10.208333333333334,8.5
1239486,1.35,1.4,1.3650000000000002,1.35,4.5,5.0,4.708333333333333,4.5,7.3,9.0,8.216666666666667,7.3
1239487,1.55,1.62,1.5833333333333333,1.55,3.7,4.2,3.8833333333333333,3.7,5.0,6.0,5.608333333333333,5.0
1239488,1.95,2.1,2.0,1.95,3.3,3.75,3.525,3.3,3.1,3.9,3.65,3.1
1239489,1.73,1.8,1.7566666666666666,1.73,3.4,3.9,3.6916666666666664,3.4,4.3,5.0,4.493333333333333,4.3
1239490,5.4,6.25,5.974999999999999,5.4,3.7,4.2,3.983333333333333,3.7,1.53,1.57,1.5433333333333332,1.53
1239491,1.95,2.05,2.0250000000000004,1.95,3.3,3.6,3.4000000000000004,3.3,3.5,3.8,3.658333333333333,3.5
1239492,1.8,1.87,1.8299999999999998,1.8,3.4,3.7,3.516666666666666,3.4,4.0,4.6,4.348333333333334,4.0
1239493,2.9,3.2,3.0,2.9,3.1,3.4,3.2999999999999994,3.1,2.3,2.4,2.3416666666666663,2.3
1239639,3.2,3.4,3.291666666666666,3.2,3.2,3.7,3.483333333333333,3.2,2.1,2.2,2.1333333333333337,2.1
1239640,6.1,9.0,7.641666666666667,6.1,4.0,4.8,4.508333333333334,4.0,1.4,1.5,1.4166666666666667,1.4
1239641,2.4,2.6,2.441666666666667,2.4,3.2,3.3,3.25,3.2,2.6,3.2,2.908333333333333,2.6
1239642,2.75,3.2,3.0749999999999997,2.75,3.25,3.4,3.3000000000000003,3.25,2.25,2.4,2.3216666666666668,2.25
1239643,1.85,2.0,1.9283333333333335,1.85,3.3,4.0,3.6666666666666665,3.3,3.6,3.9,3.6999999999999997,3.6
1239644,2.4,2.62,2.4950000000000006,2.4,3.3,3.4,3.3333333333333335,3.3,2.7,2.8,2.7583333333333333,2.7
1239645,1.65,1.87,1.7750000000000004,1.65,3.5,3.6,3.533333333333333,3.5,4.33,5.1,4.6433333333333335,4.33
1239646,1.3,1.36,1.325,1.3,5.0,5.5,5.125,5.0,9.0,10.0,9.166666666666666,9.0
1239647,2.2,2.3,2.25,2.2,3.3,3.6,3.4333333333333336,3.3,3.0,3.12,3.0866666666666664,3.0
1239648,1.25,1.3,1.2733333333333332,1.25,5.0,6.5,5.625,5.0,8.5,12.0,10.916666666666666,8.5
1239649,2.9,3.4,3.1666666666666665,2.9,3.1,3.4,3.2916666666666665,3.1,2.25,2.3,2.283333333333333,2.25
1239650,2.75,3.1,2.8833333333333333,2.75,3.2,3.3,3.283333333333333,3.2,2.4,2.5,2.433333333333333,2.4
1239651,2.25,2.4,2.3249999999999997,2.25,3.2,3.6,3.4333333333333336,3.2,2.8,3.0,2.933333333333333,2.8
1239652,1.83,1.91,1.8566666666666667,1.83,3.4,3.7,3.525,3.4,4.0,4.4,4.1933333333333325,4.0
1239653,2.05,2.25,2.15,2.05,3.3,3.5,3.4499999999999997,3.3,3.1,3.4,3.266666666666667,3.1
1239654,2.6,2.7,2.64,2.6,3.2,3.3,3.25,3.2,2.55,2.88,2.67,2.55
1239655,1.25,1.3,1.2699999999999998,1.25,5.0,6.25,5.616666666666667,5.0,9.0,12.0,10.833333333333334,9.0
1239656,1.6,1.67,1.6383333333333334,1.6,3.4,3.9,3.733333333333333,3.4,5.25,6.0,5.566666666666666,5.25
1239657,7.0,8.5,7.541666666666667,7.0,4.0,5.0,4.666666666666667,4.0,1.36,1.45,1.4016666666666666,1.36
1239658,2.2,2.3,2.2416666666666667,2.2,3.2,3.5,3.3666666666666667,3.2,2.9,3.4,3.1666666666666665,2.9
1239659,1.91,2.1,1.985,1.91,3.2,3.6,3.4333333333333336,3.2,3.3,4.1,3.7916666666666665,3.3
1239660,2.2,2.3,2.2416666666666667,2.2,3.2,3.5,3.3833333333333333,3.2,3.0,3.4,3.15,3.0
1239661,2.0,2.2,2.0833333333333335,2.0,3.2,3.6,3.3833333333333333,3.2,3.1,3.8,3.533333333333333,3.1
1239662,1.8,2.05,1.9750000000000003,1.8,3.3,3.7,3.5,3.3,3.6,4.2,3.75,3.6
1239663,1.5,1.53,1.5050000000000001,1.5,3.75,4.4,4.13,3.75,6.0,7.0,6.4750000000000005,6.0
1239664,2.1,2.4,2.28,2.1,3.1,3.3,3.233333333333334,3.1,3.1,3.3,3.225,3.1
1239665,1.4,1.45,1.415,1.4,4.0,5.25,4.733333333333333,4.0,6.25,7.5,7.041666666666667,6.25
1239666,4.7,5.5,5.158333333333333,4.7,3.5,4.1,3.85,3.5,1.6,1.7,1.6449999999999998,1.6
1239667,4.0,4.75,4.421666666666667,4.0,3.45,3.8,3.6250000000000004,3.45,1.75,1.85,1.7966666666666669,1.75
1239668,2.0,2.1,2.033333333333333,2.0,3.1,3.5,3.3666666666666667,3.1,3.6,3.8,3.7083333333333335,3.6
1239669,1.17,1.2,1.1933333333333334,1.17,5.8,7.5,6.508333333333333,5.8,13.0,15.0,14.333333333333334,13.0
1239670,2.0,2.2,2.1166666666666667,2.0,3.1,3.5,3.3499999999999996,3.1,3.3,3.6,3.466666666666667,3.3
1239671,2.1,2.25,2.2083333333333335,2.1,3.1,3.4,3.2583333333333333,3.1,3.1,3.6,3.3166666666666664,3.1
1239672,2.2,2.7,2.483333333333333,2.2,3.1,3.5,3.3833333333333333,3.1,2.62,3.1,2.7733333333333334,2.62
1239673,2.0,2.1,2.0500000000000003,2.0,3.3,3.6,3.4333333333333336,3.3,3.3,3.7,3.533333333333333,3.3
1239674,1.44,1.55,1.505,1.44,3.75,4.6,4.235,3.75,5.6,7.0,6.308333333333334,5.6
1239675,9.0,15.0,11.75,9.0,5.0,6.75,5.541666666666667,5.0,1.22,1.3,1.2666666666666666,1.22
1239676,2.5,2.62,2.5900000000000003,2.5,3.1,3.4,3.2583333333333333,3.1,2.6,2.8,2.7133333333333334,2.6
1239677,2.0,2.15,2.066666666666667,2.0,3.3,3.5,3.383333333333333,3.3,3.3,3.75,3.5749999999999997,3.3
1239678,1.53,1.6,1.5650000000000002,1.53,3.7,4.5,4.088333333333334,3.7,5.4,6.0,5.608333333333333,5.4
1239679,1.25,1.36,1.3133333333333335,1.25,5.0,6.0,5.366666666666667,5.0,7.5,10.0,8.791666666666666,7.5
1239680,2.5,2.7,2.5833333333333335,2.5,3.1,3.3,3.241666666666667,3.1,2.65,2.85,2.75,2.65
1239681,2.6,3.1,2.8833333333333333,2.6,3.2,3.3,3.233333333333334,3.2,2.4,2.6,2.475,2.4
1239682,1.75,1.87,1.8133333333333332,1.75,3.4,3.8,3.591666666666667,3.4,4.0,4.6,4.366666666666667,4.0
1239683,1.57,1.67,1.6266666666666667,1.57,3.5,4.0,3.783333333333333,3.5,5.0,5.75,5.458333333333333,5.0
1239684,3.1,3.6,3.483333333333334,3.1,3.2,3.7,3.483333333333333,3.2,2.0,2.2,2.058333333333333,2.0
1239685,2.75,3.12,2.965,2.75,3.1,3.5,3.3000000000000003,3.1,2.3,2.5,2.3833333333333333,2.3
1239686,1.87,2.0,1.9233333333333331,1.87,3.2,3.6,3.4166666666666674,3.2,3.6,4.5,4.033333333333333,3.6
1239687,2.1,2.3,2.241666666666667,2.1,3.2,3.6,3.4166666666666674,3.2,3.0,3.2,3.1166666666666667,3.0
1239688,2.1,2.3,2.1666666666666665,2.1,3.2,3.3,3.266666666666667,3.2,3.0,3.7,3.4499999999999997,3.0
1239689,2.5,2.7,2.5833333333333335,2.5,3.1,3.3,3.266666666666667,3.1,2.65,2.8,2.716666666666667,2.65
1239690,2.25,2.5,2.355,2.25,3.1,3.5,3.35,3.1,2.75,3.1,2.975,2.75
1239691,2.1,2.45,2.3249999999999997,2.1,3.2,3.6,3.391666666666667,3.2,2.85,3.2,2.9749999999999996,2.85
1239692,1.1,1.14,1.1183333333333334,1.1,7.0,10.0,8.5,7.0,16.0,34.0,21.666666666666668,16.0
1239693,4.2,4.8,4.466666666666668,4.2,3.2,3.9,3.641666666666666,3.2,1.72,1.83,1.78,1.72
1239694,3.1,3.2,3.1500000000000004,3.1,3.1,3.5,3.2916666666666674,3.1,2.2,2.38,2.28,2.2
1239695,1.95,2.05,2.0083333333333333,1.95,3.1,3.6,3.4166666666666674,3.1,3.5,4.0,3.7166666666666663,3.5
1239696,2.0,2.1,2.0499999999999994,2.0,3.1,3.6,3.366666666666667,3.1,3.3,3.8,3.6333333333333333,3.3
1239697,1.35,1.4,1.3716666666666668,1.35,4.5,5.25,4.916666666666667,4.5,7.2,8.5,7.908333333333334,7.2
1239698,2.5,2.62,2.545,2.5,3.1,3.4,3.283333333333333,3.1,2.65,2.9,2.758333333333333,2.65
1239699,1.75,1.95,1.86,1.75,3.1,3.6,3.466666666666667,3.1,4.0,4.5,4.305000000000001,4.0
1239700,1.5,1.57,1.5216666666666667,1.5,3.8,4.6,4.13,3.8,5.5,6.5,6.083333333333333,5.5
1239701,1.75,1.87,1.8033333333333335,1.75,3.5,3.7,3.5500000000000003,3.5,4.2,4.75,4.458333333333333,4.2
1239702,3.75,4.33,3.9466666666666668,3.75,3.4,3.8,3.583333333333334,3.4,1.83,1.95,1.8983333333333332,1.83
1239703,2.0,2.15,2.0416666666666665,2.0,3.3,3.5,3.35,3.3,3.2,3.9,3.6666666666666665,3.2
1239704,3.6,4.33,4.16,3.6,3.4,3.75,3.5416666666666665,3.4,1.8,1.95,1.86,1.8
1239705,2.0,2.2,2.1,2.0,3.25,3.5,3.358333333333333,3.25,3.1,3.9,3.5416666666666665,3.1
1239706,2.05,2.2,2.141666666666666,2.05,3.2,3.5,3.3333333333333335,3.2,3.3,3.5,3.4,3.3
1239707,2.0,2.15,2.066666666666667,2.0,3.25,3.5,3.358333333333333,3.25,3.3,3.9,3.5999999999999996,3.3
1239708,1.55,1.62,1.5766666666666669,1.55,3.6,4.3,4.033333333333334,3.6,5.5,6.0,5.625,5.5
1239709,1.28,1.33,1.3066666666666669,1.28,4.5,5.5,5.333333333333333,4.5,7.7,11.5,9.616666666666667,7.7
1239710,2.8,3.25,3.0416666666666665,2.8,3.2,3.4,3.3249999999999993,3.2,2.25,2.4,2.3283333333333336,2.25
1239711,5.1,6.5,5.766666666666667,5.1,3.6,4.33,3.9966666666666666,3.6,1.53,1.65,1.5683333333333334,1.53
1239712,2.6,2.75,2.6316666666666673,2.6,3.1,3.6,3.3833333333333333,3.1,2.4,2.75,2.5866666666666664,2.4
1239713,2.2,2.4,2.3083333333333336,2.2,3.1,3.5,3.316666666666667,3.1,3.0,3.2,3.0833333333333335,3.0
1239714,1.5,1.55,1.5183333333333333,1.5,3.9,4.5,4.205,3.9,5.6,6.5,5.9750000000000005,5.6
1239715,2.25,2.3,2.2916666666666665,2.25,3.2,3.4,3.258333333333333,3.2,3.0,3.25,3.141666666666666,3.0
1239716,2.4,2.5,2.4333333333333336,2.4,3.2,3.3,3.2416666666666667,3.2,2.75,3.12,2.92,2.75
1239717,1.3,1.36,1.32,1.3,4.5,5.75,5.333333333333333,4.5,7.8,9.5,8.758333333333333,7.8
1239718,1.5,1.67,1.6116666666666666,1.5,3.5,4.1,3.8333333333333335,3.5,5.0,6.1,5.558333333333334,5.0
1239719,2.0,2.1,2.025,2.0,3.3,3.5,3.4,3.3,3.3,3.9,3.6749999999999994,3.3
1239720,6.75,8.0,7.208333333333333,6.75,4.0,5.0,4.526666666666666,4.0,1.4,1.45,1.428333333333333,1.4
1239721,2.2,2.4,2.283333333333333,2.2,3.2,3.3,3.266666666666667,3.2,2.75,3.4,3.1749999999999994,2.75
1239722,2.2,2.45,2.3250000000000006,2.2,3.2,3.5,3.3666666666666667,3.2,2.85,3.1,3.0083333333333333,2.85
1239723,1.66,1.9,1.7249999999999999,1.66,3.6,3.9,3.7249999999999996,3.6,3.6,5.5,4.808333333333334,3.6
1239724,2.6,2.9,2.758333333333333,2.6,3.2,3.5,3.3333333333333335,3.2,2.45,2.6,2.5083333333333333,2.45
1239725,1.2,1.25,1.2183333333333333,1.2,5.5,6.75,6.175,5.5,10.5,15.0,12.75,10.5
1239726,2.05,2.2,2.141666666666666,2.05,3.3,3.5,3.3666666666666667,3.3,3.2,3.5,3.3833333333333333,3.2
1239727,2.05,2.15,2.1083333333333334,2.05,3.3,3.5,3.3833333333333333,3.3,3.2,3.7,3.4666666666666663,3.2
1239728,2.3,2.45,2.3833333333333333,2.3,3.1,3.4,3.283333333333333,3.1,2.85,3.1,2.9916666666666667,2.85
1239494,1.44,1.5,1.4866666666666666,1.44,3.8,4.5,4.1883333333333335,3.8,5.7,7.5,6.658333333333334,5.7
1239495,1.17,1.18,1.1733333333333331,1.17,6.0,7.5,6.833333333333333,6.0,14.0,17.0,15.0,14.0
1239496,1.85,2.0,1.9533333333333334,1.85,3.4,3.5,3.4499999999999997,3.4,3.6,4.2,3.858333333333333,3.6
1239497,1.55,1.7,1.6433333333333333,1.55,3.7,4.0,3.8083333333333336,3.7,4.8,5.5,5.2,4.8
1239498,2.3,2.38,2.3216666666666668,2.3,3.2,3.6,3.4333333333333336,3.2,2.8,3.1,2.9583333333333335,2.8
1239499,2.25,2.45,2.35,2.25,3.2,3.5,3.383333333333333,3.2,2.8,3.1,2.9333333333333336,2.8
1239500,2.65,2.88,2.7216666666666662,2.65,3.2,3.6,3.383333333333333,3.2,2.4,2.6,2.525,2.4
1239501,3.75,4.33,3.9883333333333333,3.75,3.4,3.6,3.5500000000000003,3.4,1.8,2.0,1.8883333333333334,1.8
1239502,2.0,2.2,2.0500000000000003,2.0,3.2,3.7,3.4500000000000006,3.2,3.0,3.8,3.5833333333333335,3.0
1239729,4.3,5.75,5.383333333333333,4.3,3.75,4.3,3.975,3.75,1.57,1.7,1.6083333333333336,1.57
1239730,2.9,3.1,2.9916666666666667,2.9,3.3,3.5,3.3833333333333333,3.3,2.29,2.4,2.315,2.29
1239731,2.0,2.15,2.091666666666667,2.0,3.3,3.6,3.4500000000000006,3.3,3.2,3.6,3.4166666666666674,3.2
1239732,1.44,1.5,1.4633333333333332,1.44,4.0,4.75,4.391666666666667,4.0,6.0,7.0,6.666666666666667,6.0
1239733,2.3,2.5,2.4116666666666666,2.3,3.2,3.5,3.3666666666666667,3.2,2.75,3.0,2.8783333333333334,2.75
1239734,1.44,1.53,1.4916666666666665,1.44,4.0,4.6,4.321666666666666,4.0,6.0,6.5,6.266666666666667,6.0
1239735,2.1,2.45,2.2916666666666665,2.1,3.2,3.4,3.2916666666666665,3.2,3.0,3.3,3.1366666666666663,3.0
1239736,1.7,1.75,1.7283333333333335,1.7,3.4,3.7,3.5666666666666664,3.4,4.5,5.4,4.941666666666666,4.5
1239737,1.75,1.85,1.8233333333333333,1.75,3.3,3.75,3.5583333333333336,3.3,4.2,4.6,4.36,4.2
1239738,3.8,5.0,4.758333333333334,3.8,3.5,4.0,3.8000000000000003,3.5,1.65,1.85,1.71,1.65
1239739,2.1,2.2,2.15,2.1,3.2,3.4,3.3166666666666664,3.2,3.1,3.6,3.4000000000000004,3.1
1239740,2.1,2.3,2.233333333333333,2.1,3.2,3.5,3.3333333333333335,3.2,3.0,3.3,3.2083333333333335,3.0
1239741,2.29,2.4,2.361666666666667,2.29,3.3,3.4,3.383333333333333,3.3,2.75,3.12,2.9333333333333336,2.75
1239742,1.4,1.5,1.4433333333333331,1.4,4.0,5.0,4.513333333333333,4.0,6.1,7.0,6.7250000000000005,6.1
1239743,1.85,2.05,2.0,1.85,3.2,3.5,3.4083333333333337,3.2,3.4,4.0,3.766666666666666,3.4
1239744,1.2,1.25,1.2233333333333334,1.2,5.5,7.0,6.083333333333333,5.5,10.3,15.0,12.049999999999999,10.3
1239745,1.57,1.65,1.5916666666666668,1.57,3.7,4.5,4.016666666666667,3.7,4.9,6.0,5.441666666666666,4.9
1239746,2.0,2.3,2.0999999999999996,2.0,3.25,3.6,3.4083333333333337,3.25,2.9,3.8,3.4583333333333335,2.9
1239747,2.75,3.2,3.061666666666667,2.75,3.2,3.5,3.3666666666666667,3.2,2.2,2.4,2.283333333333333,2.2
1239748,3.0,3.6,3.3833333333333333,3.0,3.3,3.6,3.483333333333334,3.3,2.04,2.25,2.0900000000000003,2.04
1239749,3.5,4.1,3.875,3.5,3.3,3.75,3.5416666666666665,3.3,1.85,2.0,1.9216666666666666,1.85
1239750,2.2,2.3,2.2583333333333333,2.2,3.1,3.6,3.4166666666666674,3.1,2.8,3.3,3.07,2.8
1239751,2.0,2.15,2.0733333333333333,2.0,3.2,3.9,3.566666666666667,3.2,3.2,3.5,3.358333333333333,3.2
1239752,2.1,2.5,2.355,2.1,3.0,3.5,3.3666666666666667,3.0,2.7,3.3,2.9666666666666663,2.7
1239753,1.9,2.05,1.9766666666666666,1.9,3.2,3.6,3.4499999999999997,3.2,3.5,4.0,3.75,3.5
1239754,1.6,1.7,1.6583333333333332,1.6,3.5,3.9,3.783333333333333,3.5,5.0,5.5,5.1499999999999995,5.0
1239755,1.72,1.85,1.7999999999999998,1.72,3.2,3.8,3.5500000000000003,3.2,4.2,4.8,4.433333333333334,4.2
1239756,3.7,4.33,4.005,3.7,3.5,4.0,3.658333333333333,3.5,1.75,1.91,1.8583333333333334,1.75
1239757,2.15,2.3,2.216666666666667,2.15,3.2,3.6,3.366666666666667,3.2,2.9,3.3,3.2000000000000006,2.9
1239758,1.35,1.4,1.3716666666666668,1.35,4.5,5.4,4.983333333333333,4.5,7.0,8.5,7.616666666666667,7.0
1239759,1.3,1.4,1.3266666666666667,1.3,4.6,6.0,5.308333333333334,4.6,7.1,10.0,8.641666666666667,7.1
1239760,1.75,1.91,1.8399999999999999,1.75,3.5,3.8,3.6166666666666667,3.5,3.9,4.4,4.155,3.9
1239761,3.9,4.6,4.346666666666667,3.9,3.5,3.8,3.658333333333333,3.5,1.75,1.85,1.7916666666666667,1.75
1239762,1.16,1.22,1.2,1.16,5.5,7.0,6.45,5.5,10.0,17.0,13.75,10.0
1239763,1.83,1.91,1.8933333333333333,1.83,3.5,4.0,3.6749999999999994,3.5,3.7,4.0,3.8499999999999996,3.7
1239764,2.15,2.2,2.1916666666666664,2.15,3.3,3.75,3.4916666666666667,3.3,3.0,3.3,3.141666666666666,3.0
1239765,4.7,7.0,6.241666666666667,4.7,3.8,4.75,4.38,3.8,1.44,1.65,1.4949999999999999,1.44
1239766,2.6,3.0,2.783333333333333,2.6,3.2,3.6,3.466666666666667,3.2,2.3,2.6,2.4166666666666665,2.3
1239767,2.8,3.2,3.033333333333333,2.8,3.6,4.0,3.8666666666666667,3.6,2.05,2.2,2.1166666666666667,2.05
1239768,1.75,2.1,1.9749999999999999,1.75,3.6,3.75,3.641666666666667,3.6,3.4,4.1,3.5833333333333335,3.4
1239769,2.2,2.55,2.4,2.2,3.2,3.7,3.533333333333333,3.2,2.6,2.9,2.7583333333333333,2.6
1239770,1.3,1.45,1.3800000000000001,1.3,4.3,5.75,5.058333333333334,4.3,6.3,8.5,7.3,6.3
1239771,1.9,2.15,2.0083333333333333,1.9,3.6,3.75,3.6500000000000004,3.6,3.3,3.6,3.4499999999999997,3.3
1239772,1.42,1.5,1.4533333333333331,1.42,4.33,4.6,4.4316666666666675,4.33,6.0,7.0,6.75,6.0
1239773,2.25,2.5,2.355,2.25,3.5,3.75,3.6666666666666665,3.5,2.5,2.9,2.7416666666666667,2.5
1239503,3.7,4.0,3.841666666666667,3.7,3.3,3.7,3.4,3.3,1.8,2.0,1.918333333333333,1.8
1239504,1.91,2.05,1.9866666666666666,1.91,3.2,3.6,3.4333333333333336,3.2,3.3,3.8,3.608333333333334,3.3
1239505,1.73,1.83,1.7866666666666668,1.73,3.4,3.75,3.5500000000000003,3.4,4.0,4.6,4.321666666666666,4.0
1239506,1.9,2.0,1.945,1.9,3.2,3.75,3.4583333333333335,3.2,3.2,4.1,3.758333333333333,3.2
1239507,2.0,2.25,2.141666666666667,2.0,3.2,3.7,3.4166666666666665,3.2,3.0,3.5,3.2416666666666667,3.0
1239508,2.38,2.62,2.5,2.38,3.1,3.6,3.375,3.1,2.5,2.9,2.6916666666666664,2.5
1239509,1.73,1.8,1.76,1.73,3.3,3.7,3.4999999999999996,3.3,3.75,5.75,4.625,3.75
1239510,4.33,6.0,5.28,4.33,3.4,4.2,3.783333333333333,3.4,1.57,1.67,1.6183333333333332,1.57
1239511,2.07,2.3,2.1616666666666666,2.07,3.1,3.4,3.3000000000000003,3.1,2.88,3.45,3.238333333333333,2.88
1239476,1.2,1.22,1.2033333333333334,1.2,5.5,7.5,6.25,5.5,8.0,15.0,12.5,8.0
1239477,1.5,1.62,1.5683333333333334,1.5,3.5,4.1,3.766666666666667,3.5,5.4,6.25,5.816666666666666,5.4
1239478,1.8,2.0,1.8983333333333334,1.8,3.3,3.7,3.4499999999999997,3.3,3.3,4.5,3.9250000000000003,3.3
1239479,1.73,1.95,1.8266666666666664,1.73,3.3,3.8,3.625,3.3,3.6,4.33,4.043333333333333,3.6
1239480,1.83,2.2,2.046666666666667,1.83,3.3,3.5,3.4333333333333336,3.3,3.25,3.7,3.4749999999999996,3.25
1239481,2.5,2.8,2.62,2.5,3.1,3.6,3.4166666666666665,3.1,2.3,2.75,2.5500000000000003,2.3
1239482,2.75,3.25,3.0333333333333337,2.75,3.2,3.4,3.266666666666666,3.2,2.25,2.38,2.2966666666666664,2.25
1239483,2.1,2.2,2.1333333333333333,2.1,3.0,3.4,3.2416666666666667,3.0,3.0,3.75,3.4416666666666664,3.0
1239484,3.7,4.5,4.008333333333334,3.7,3.3,3.75,3.5500000000000003,3.3,1.8,1.91,1.848333333333333,1.8
1239512,1.36,1.4,1.3866666666666667,1.36,4.1,5.0,4.558333333333334,4.1,7.0,9.5,8.083333333333334,7.0
1239513,1.44,1.53,1.468333333333333,1.44,3.9,4.5,4.2316666666666665,3.9,6.0,7.0,6.708333333333333,6.0
1239514,2.1,2.3,2.2083333333333335,2.1,3.2,3.5,3.3833333333333333,3.2,2.9,3.4,3.216666666666667,2.9
1239515,4.6,6.25,5.641666666666667,4.6,3.5,4.5,3.975,3.5,1.53,1.65,1.5700000000000003,1.53
1239516,2.2,2.3,2.2416666666666667,2.2,3.2,3.6,3.4000000000000004,3.2,3.0,3.25,3.091666666666667,3.0
1239517,1.65,1.8,1.75,1.65,3.2,3.8,3.5749999999999997,3.2,4.33,5.0,4.655,4.33
1239518,2.2,2.4,2.3216666666666668,2.2,3.1,3.6,3.3833333333333333,3.1,2.95,3.1,3.008333333333333,2.95
1239519,1.75,1.8,1.7666666666666666,1.75,3.2,4.0,3.5583333333333336,3.2,4.3,5.0,4.641666666666667,4.3
1239520,3.4,4.8,4.288333333333333,3.4,3.2,3.6,3.4500000000000006,3.2,1.8,2.0,1.87,1.8
1239521,1.14,1.17,1.1583333333333332,1.14,6.5,8.5,7.333333333333333,6.5,14.0,19.0,15.833333333333334,14.0
1239522,1.4,1.5,1.4399999999999997,1.4,3.9,4.8,4.3933333333333335,3.9,6.3,8.0,7.3,6.3
1239523,2.2,2.4,2.28,2.2,3.4,3.6,3.516666666666667,3.4,2.9,3.1,3.0,2.9
1239524,2.4,2.65,2.5,2.4,3.3,3.6,3.466666666666667,3.3,2.6,2.75,2.7083333333333335,2.6
1239525,4.5,5.25,4.808333333333334,4.5,3.5,4.2,3.8416666666666663,3.5,1.67,1.75,1.6883333333333335,1.67
1239526,2.1,2.2,2.166666666666667,2.1,3.3,3.5,3.4499999999999997,3.3,3.1,3.5,3.266666666666666,3.1
1239527,1.83,1.95,1.8816666666666666,1.83,3.35,3.5,3.4583333333333335,3.35,3.7,4.75,4.185,3.7
1239528,2.9,3.2,3.016666666666667,2.9,3.3,3.6,3.4166666666666665,3.3,2.3,2.38,2.313333333333333,2.3
1239529,2.7,2.9,2.813333333333333,2.7,3.3,3.4,3.3666666666666667,3.3,2.3,2.6,2.441666666666667,2.3
1239530,1.62,1.75,1.6933333333333334,1.62,3.5,4.0,3.8083333333333336,3.5,4.5,5.25,4.958333333333333,4.5
1239531,1.6,1.67,1.6500000000000001,1.6,3.75,4.1,3.8416666666666663,3.75,4.75,5.5,5.158333333333333,4.75
1239532,2.2,2.3,2.2416666666666667,2.2,3.4,3.5,3.433333333333333,3.4,3.0,3.2,3.0833333333333335,3.0
1239533,2.1,2.2,2.1500000000000004,2.1,3.4,3.6,3.483333333333334,3.4,3.0,3.4,3.275,3.0
1239534,1.95,2.05,1.9916666666666665,1.95,3.4,3.5,3.466666666666667,3.4,3.6,3.9,3.6833333333333336,3.6
1239535,1.75,1.91,1.8316666666666668,1.75,3.5,3.6,3.5500000000000003,3.5,4.2,4.5,4.388333333333334,4.2
1239536,2.1,2.35,2.25,2.1,3.4,3.6,3.483333333333334,3.4,2.95,3.2,3.078333333333333,2.95
1239537,2.1,2.3,2.1750000000000003,2.1,3.4,3.7,3.533333333333333,3.4,2.83,3.3,3.188333333333333,2.83
